id,name,is closed,rating,review count,categories,address,coordinates,transaction types,price level,Categories_merged,Latitude,Longitude,Address_mod,Zipcode,Delivery,Pickup,Reservation,Rating_stndized,Review count_stndized
U1ti23Ir3tF5kg28rCBGDw,Neighborhood Sushi,False,4.0,155,Japanese,"['1716 S Congress Ave', 'Austin, TX 78704']","{'latitude': 30.24653, 'longitude': -97.75109}",['delivery'],$,Asian,30.24653,-97.75109,"'1716 S Congress Ave', 'Austin, TX 78704'",78704,1,0,0,-0.216633048725356,-0.4233162432895407
TxJxKvTD_vjpUAwW54h1EQ,Hi Wings,False,4.5,286,Chicken Wings,"['2525 W Anderson Ln', 'Ste 135', 'Austin, TX 78757']","{'latitude': 30.3550760480797, 'longitude': -97.7327821745008}","['delivery', 'pickup']",$,American,30.3550760480797,-97.7327821745008,"'2525 W Anderson Ln', 'Ste 135', 'Austin, TX 78757'",78757,1,1,0,0.8936113259920925,-0.20794790876120905
Tta8AYBZq3fwr1n2up75vQ,Eureka!,False,4.0,957,American (Traditional),"['200 E 6th St', 'Austin, TX 78701']","{'latitude': 30.2678147, 'longitude': -97.7412593}","['delivery', 'pickup']",$$,American,30.2678147,-97.7412593,"'200 E 6th St', 'Austin, TX 78701'",78701,1,1,0,-0.216633048725356,0.8951982932884895
TqvumCkRi2uAmeG9BJxhSg,The Garden at the 704,False,4.0,58,Italian,"['3403 S Lamar Blvd', 'Austin, TX 78704']","{'latitude': 30.24070923441302, 'longitude': -97.78587667116395}","['pickup', 'delivery']",$,Pizza/European,30.24070923441302,-97.78587667116395,"'3403 S Lamar Blvd', 'Austin, TX 78704'",78704,1,1,0,-0.216633048725356,-0.5827874528257863
TpWVdcVcKfweTra-uAmkKg,Vixen’s Wedding,False,4.0,152,Indian,"['1813 E 6th St', 'Austin, TX 78702']","{'latitude': 30.261634, 'longitude': -97.722689}",['delivery'],$$,Middle-eastern/Indian/African,30.261634,-97.722689,"'1813 E 6th St', 'Austin, TX 78702'",78702,1,0,0,-0.216633048725356,-0.42824834255354827
TdnpqCVMqOQKf-3S2Kb_PA,Moody's Kitchen and Bar,False,3.5,44,Pizza,"['2530 Guadalupe St', 'Austin, TX 78705']","{'latitude': 30.289924222886306, 'longitude': -97.74158495039312}","['pickup', 'delivery']",$,Pizza/European,30.289924222886306,-97.74158495039312,"'2530 Guadalupe St', 'Austin, TX 78705'",78705,1,1,0,-1.3268774234428045,-0.6058039160578217
TSKMu1M0HAFoPvCZuJxx1w,Comedor,False,4.0,359,Mexican,"['501 Colorado St', 'Austin, TX 78701']","{'latitude': 30.267721, 'longitude': -97.744204}",['delivery'],$$,Mexican/South American,30.267721,-97.744204,"'501 Colorado St', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,-0.08793349333702427
TQxHoUZNzVOoBnHm0aMkpA,Cherrywood Coffeehouse,False,4.0,834,Coffee & Tea,"['1400 E 38th 1/2 St', 'Austin, TX 78722']","{'latitude': 30.2933197021484, 'longitude': -97.7159729003906}","['pickup', 'delivery']",$$,Cafes/Juice bars/Desserts,30.2933197021484,-97.7159729003906,"'1400 E 38th 1/2 St', 'Austin, TX 78722'",78722,1,1,0,-0.216633048725356,0.6929822234641781
TOG67e9pFlKD7A7XC5sEfg,Salsa Limón,False,4.0,33,Tacos,"['3001 Guadalupe St', 'Austin, TX 78705']","{'latitude': 30.29665, 'longitude': -97.74181}",[],$$,Mexican/South American,30.29665,-97.74181,"'3001 Guadalupe St', 'Austin, TX 78705'",78705,0,0,0,-0.216633048725356,-0.6238882800258495
TKEmPN45epfqtNQq6wY8Dg,ALC Steaks,False,4.0,631,Steakhouses,"['1205 N Lamar Blvd', 'Austin, TX 78703']","{'latitude': 30.27712, 'longitude': -97.75098}",['delivery'],$$,American,30.27712,-97.75098,"'1205 N Lamar Blvd', 'Austin, TX 78703'",78703,1,0,0,-0.216633048725356,0.35924350659966425
TIjRjj155FFcNixESdhNwg,Mai Thai Restaurant,False,4.0,757,Thai,"['207 San Jacinto Blvd', 'Ste 201', 'Austin, TX 78701']","{'latitude': 30.26427, 'longitude': -97.74127}","['pickup', 'delivery']",$$,Asian,30.26427,-97.74127,"'207 San Jacinto Blvd', 'Ste 201', 'Austin, TX 78701'",78701,1,1,0,-0.216633048725356,0.5663916756879832
TBxHpdeX7i86SEO0uDTs_Q,Maudie's Too,False,3.5,359,Tex-Mex,"['1212 S Lamar Blvd', 'Austin, TX 78704']","{'latitude': 30.25466, 'longitude': -97.76275}",['delivery'],$$,Mexican/South American,30.25466,-97.76275,"'1212 S Lamar Blvd', 'Austin, TX 78704'",78704,1,0,0,-1.3268774234428045,-0.08793349333702427
TBsxo5lJvwgmKo1aRTTJrg,Prim and Proper,False,4.5,36,Cocktail Bars,"['1007 S Congress Ave', 'Ste 120', 'Austin, TX 78704']","{'latitude': 30.254224644988437, 'longitude': -97.74761894020668}","['pickup', 'delivery']",$$,Bars/Pubs,30.254224644988437,-97.74761894020668,"'1007 S Congress Ave', 'Ste 120', 'Austin, TX 78704'",78704,1,1,0,0.8936113259920925,-0.6189561807618419
TAWrdQ-Qh3QTa5BBAkL0hg,Grizzelda's,False,3.5,392,Mexican,"['105 Tillery St', 'Austin, TX 78702']","{'latitude': 30.252196981289, 'longitude': -97.7082111244723}",['delivery'],$$,Mexican/South American,30.252196981289,-97.7082111244723,"'105 Tillery St', 'Austin, TX 78702'",78702,1,0,0,-1.3268774234428045,-0.03368040143294074
SnfcwDrb5YyWqFhQ2i9SGw,Ichiban,False,4.0,445,Sushi Bars,"['7310 Burnet Rd', 'Austin, TX 78757']","{'latitude': 30.34921, 'longitude': -97.73588}","['delivery', 'pickup']",$$,Asian,30.34921,-97.73588,"'7310 Burnet Rd', 'Austin, TX 78757'",78757,1,1,0,-0.216633048725356,0.05345335223119343
SgPfP--5q1AIBYcjdmqgTA,Side Eye Pie,False,4.5,11,Pizza,"['3901 Promontory Point Dr', 'Austin, TX 78744']","{'latitude': 30.20893, 'longitude': -97.72937}",[],$$,Pizza/European,30.20893,-97.72937,"'3901 Promontory Point Dr', 'Austin, TX 78744'",78744,0,0,0,0.8936113259920925,-0.6600570079619053
SRwJ6tNJ6r7hQ3uQ7hIBpQ,Bartlett's,False,4.0,875,Steakhouses,"['2408 W Anderson Ln', 'Austin, TX 78757']","{'latitude': 30.356725, 'longitude': -97.73124}",['delivery'],$$,American,30.356725,-97.73124,"'2408 W Anderson Ln', 'Austin, TX 78757'",78757,1,0,0,-0.216633048725356,0.7603875800722819
SIIzjxEP8-SMxVQPp8qPBQ,The Peached Tortilla,False,4.0,280,Asian Fusion,"['Austin, TX 78756']","{'latitude': 30.3252124786377, 'longitude': -97.7383422851563}",[],$,Asian,30.3252124786377,-97.7383422851563,"'Austin, TX 78756'",78756,0,0,0,-0.216633048725356,-0.21781210728922426
Rba9Ol4jnTiov6_iAuoF5g,1618 Asian Fusion,False,4.5,1980,Vietnamese,"['1618 East Riverside Dr', 'Austin, TX 78741']","{'latitude': 30.24523, 'longitude': -97.73036}","['pickup', 'restaurant_reservation', 'delivery']",$$,Asian,30.24523,-97.73036,"'1618 East Riverside Dr', 'Austin, TX 78741'",78741,1,1,1,0.8936113259920925,2.577044142315079
RUs0hG72w5xa76-10ZhSXA,June's,False,4.0,405,Breakfast & Brunch,"['1722 S Congress Ave', 'Austin, TX 78704']","{'latitude': 30.2463083255216, 'longitude': -97.7511458576444}",['delivery'],$$,American,30.2463083255216,-97.7511458576444,"'1722 S Congress Ave', 'Austin, TX 78704'",78704,1,0,0,-0.216633048725356,-0.012307971288907829
RJule1jHysEXmjV11abucQ,Pad Thai,False,3.5,178,Thai,"['3208 Guadalupe St', 'Ste A', 'Austin, TX 78705']","{'latitude': 30.2998449885608, 'longitude': -97.7403762417336}","['pickup', 'delivery']",$$,Asian,30.2998449885608,-97.7403762417336,"'3208 Guadalupe St', 'Ste A', 'Austin, TX 78705'",78705,1,1,0,-1.3268774234428045,-0.3855034822654825
RJcq3_qVLuJoIHf12DaDIA,Pho Dinh Vietnamese Cuisine,False,4.0,72,Vietnamese,"['9515 N Lamar Blvd', 'Austin, TX 78753']","{'latitude': 30.36407, 'longitude': -97.69505}","['pickup', 'delivery']",$$,Asian,30.36407,-97.69505,"'9515 N Lamar Blvd', 'Austin, TX 78753'",78753,1,1,0,-0.216633048725356,-0.5597709895937508
R7IChl_KVPtf_iHQ3tudlw,Humpty’s Wall of Breakfast,False,4.5,145,Coffee & Tea,"['8820 Burnet Rd', 'Ste 502', 'Austin, TX 78757']","{'latitude': 30.3710579399, 'longitude': -97.7279291261}","['pickup', 'delivery']",$$,Cafes/Juice bars/Desserts,30.3710579399,-97.7279291261,"'8820 Burnet Rd', 'Ste 502', 'Austin, TX 78757'",78757,1,1,0,0.8936113259920925,-0.439756574169566
QwYpob0qIDknfXhUxmFtww,Elotes Fanny,False,4.0,35,Food Stands,"['408 E Rundberg Ln', 'Austin, TX 78753']","{'latitude': 30.3599066970957, 'longitude': -97.6907004224425}","['pickup', 'delivery']",$$,Food Trucks/Food Stands,30.3599066970957,-97.6907004224425,"'408 E Rundberg Ln', 'Austin, TX 78753'",78753,1,1,0,-0.216633048725356,-0.6206002138498444
Qn375GaXRU_6OCcD2z_uSw,Pueblo Viejo,False,4.5,574,Mexican,"['2410 E Riverside Dr', 'Ste H-8', 'Austin, TX 78741']","{'latitude': 30.237308266957864, 'longitude': -97.72487640735946}","['delivery', 'pickup']",$$,Mexican/South American,30.237308266957864,-97.72487640735946,"'2410 E Riverside Dr', 'Ste H-8', 'Austin, TX 78741'",78741,1,1,0,0.8936113259920925,0.26553362058352
Qmq4gr5Mmo2oIVejag48PA,Kerbey Lane Cafe - Central,False,4.0,1382,Tex-Mex,"['3704 Kerbey Ln', 'Austin, TX 78731']","{'latitude': 30.30803, 'longitude': -97.75047}",['delivery'],$,Mexican/South American,30.30803,-97.75047,"'3704 Kerbey Ln', 'Austin, TX 78731'",78731,1,0,0,-0.216633048725356,1.5939123556895654
QmGqhWkdued9L98MP-jiPg,Thrive Craft House,False,4.5,68,Coffee & Tea,"['519 W 37th St', 'Austin, TX 78705']","{'latitude': 30.3017537270807, 'longitude': -97.7385396407883}","['delivery', 'pickup']",$$,Cafes/Juice bars/Desserts,30.3017537270807,-97.7385396407883,"'519 W 37th St', 'Austin, TX 78705'",78705,1,1,0,0.8936113259920925,-0.5663471219457609
QlTDJwo9p9GiICz2gQi6_A,Fresh Gyro Halal,False,4.5,48,Mediterranean,"['548 Nueces St', 'Austin, TX 78701']","{'latitude': 30.2691717, 'longitude': -97.74861489999999}","['pickup', 'delivery']",$$,Middle-eastern/Indian/African,30.2691717,-97.74861489999999,"'548 Nueces St', 'Austin, TX 78701'",78701,1,1,0,0.8936113259920925,-0.5992277837058115
QjBJ4-iH3MUoPGXQqa9X2Q,Irene's,False,4.0,654,Bars,"['506 W Ave', 'Austin, TX 78701']","{'latitude': 30.269838, 'longitude': -97.751213}","['pickup', 'delivery']",$$,Bars/Pubs,30.269838,-97.751213,"'506 W Ave', 'Austin, TX 78701'",78701,1,1,0,-0.216633048725356,0.3970562676237225
Qfbxkfje_RrQtrVfgd2oaQ,Juliet Italian Kitchen,False,3.5,179,Italian,"['10000 Research Blvd', 'Bldg C', 'Austin, TX 78759']","{'latitude': 30.393483933528266, 'longitude': -97.74814071680161}","['delivery', 'pickup']",$,Pizza/European,30.393483933528266,-97.74814071680161,"'10000 Research Blvd', 'Bldg C', 'Austin, TX 78759'",78759,1,1,0,-1.3268774234428045,-0.38385944917747994
QfZHqrblTcIpKHwrE3hDSg,The Front Page,False,4.5,70,Sandwiches,"['1023 Springdale Rd', 'Bldg 1 Ste F', 'Austin, TX 78721']","{'latitude': 30.2674267481071, 'longitude': -97.69386485516281}","['pickup', 'delivery']",$$,American,30.2674267481071,-97.69386485516281,"'1023 Springdale Rd', 'Bldg 1 Ste F', 'Austin, TX 78721'",78721,1,1,0,0.8936113259920925,-0.5630590557697559
Qc18dZxkWKd3MuP90X8tgA,1st Choice Mediterranean & Moroccan Food,False,4.5,15,Food Trucks,"['403 E 6th St', 'Austin, TX 78701']","{'latitude': 30.26678, 'longitude': -97.73917}",['pickup'],$$,Food Trucks/Food Stands,30.26678,-97.73917,"'403 E 6th St', 'Austin, TX 78701'",78701,0,1,0,0.8936113259920925,-0.6534808756098951
QT7_styx37g2-zwle0KhPw,Fresa's - South 1st,False,3.5,577,Mexican,"['1703 S 1st St', 'Austin, TX 78704']","{'latitude': 30.2478675842285, 'longitude': -97.7551193237305}",['delivery'],$$,Mexican/South American,30.2478675842285,-97.7551193237305,"'1703 S 1st St', 'Austin, TX 78704'",78704,1,0,0,-1.3268774234428045,0.2704657198475276
QRBfVSUKpqYTstxwV0xRzg,The Mean Eyed Cat,False,4.0,300,Music Venues,"['1621 W 5th St', 'Austin, TX 78703']","{'latitude': 30.27452, 'longitude': -97.76496}",['delivery'],$$,food delivery services/groceries/venues/cafeterias,30.27452,-97.76496,"'1621 W 5th St', 'Austin, TX 78703'",78703,1,0,0,-0.216633048725356,-0.18493144552917362
QP-FRdblP-86ES4u8qyHDw,Nate's Baked Goods & Coffee,False,4.5,137,Coffee & Tea,"['401 Orchard St', 'Austin, TX 78703']","{'latitude': 30.27145, 'longitude': -97.75932}",['delivery'],$$,Cafes/Juice bars/Desserts,30.27145,-97.75932,"'401 Orchard St', 'Austin, TX 78703'",78703,1,0,0,0.8936113259920925,-0.45290883887358624
QLpkAl5IF-dKsQrqO6zc9g,OneTaco Taquería,False,4.5,36,Tacos,"['402 Brazos St', 'Austin, TX 78701']","{'latitude': 30.265992, 'longitude': -97.742265}","['pickup', 'delivery']",$$,Mexican/South American,30.265992,-97.742265,"'402 Brazos St', 'Austin, TX 78701'",78701,1,1,0,0.8936113259920925,-0.6189561807618419
QKq8xVLe58sBola2ykdnow,Zombie Taco,False,4.0,39,Tacos,"['2553 Guadalupe', 'Unit 100', 'Austin, TX 78705']","{'latitude': 30.2900268, 'longitude': -97.7412256}","['pickup', 'delivery']",$$,Mexican/South American,30.2900268,-97.7412256,"'2553 Guadalupe', 'Unit 100', 'Austin, TX 78705'",78705,1,1,0,-0.216633048725356,-0.6140240814978343
Q9vWH2v4qYzkLudamljjaA,Onion Creek Grille,False,3.0,53,American (Traditional),"['4140 Governors Row', 'Austin, TX 78744']","{'latitude': 30.2144718170166, 'longitude': -97.7506256103516}","['pickup', 'delivery']",$$,American,30.2144718170166,-97.7506256103516,"'4140 Governors Row', 'Austin, TX 78744'",78744,1,1,0,-2.437121798160253,-0.5910076182657988
Q9lKgMNYUIYESkVY5V3ufg,Unbarlievable,False,3.0,280,Bars,"['76 Rainey St', 'Austin, TX 78701']","{'latitude': 30.2588785, 'longitude': -97.738957}",[],$$,Bars/Pubs,30.2588785,-97.738957,"'76 Rainey St', 'Austin, TX 78701'",78701,0,0,0,-2.437121798160253,-0.21781210728922426
Q7mYMmlbhOWUIo6R6hy7qw,Julie's Noodles,False,4.0,526,Noodles,"['8557 Research Blvd', 'Ste 110', 'Austin, TX 78758']","{'latitude': 30.3611406172422, 'longitude': -97.7157957205178}","['pickup', 'delivery']",$$,Asian,30.3611406172422,-97.7157957205178,"'8557 Research Blvd', 'Ste 110', 'Austin, TX 78758'",78758,1,1,0,-0.216633048725356,0.18662003235939847
Q4hTZVbGC8NmZRpBrVc2-g,Hopdoddy Burger Bar,False,3.5,343,Burgers,"['4615 N Lamar Blvd', 'Ste 307', 'Austin, TX 78751']","{'latitude': 30.315477, 'longitude': -97.734636}","['delivery', 'pickup']",$,American,30.315477,-97.734636,"'4615 N Lamar Blvd', 'Ste 307', 'Austin, TX 78751'",78751,1,1,0,-1.3268774234428045,-0.11423802274506478
Q0Nio-2Nb8d0S4DONaxbzg,P6,False,3.5,311,Cocktail Bars,"['111 E Cesar Chavez St', 'Austin, TX 78701']","{'latitude': 30.26278, 'longitude': -97.74396}",['delivery'],$,Bars/Pubs,30.26278,-97.74396,"'111 E Cesar Chavez St', 'Austin, TX 78701'",78701,1,0,0,-1.3268774234428045,-0.16684708156114578
Q-7wWqPR6794bfZUepsg1A,Mario's Seafood,False,3.0,26,Seafood,"['7522 N Interstate 35', 'Bldg C', 'Austin, TX 78752']","{'latitude': 30.3377207533091, 'longitude': -97.7020019}",['delivery'],$$,American,30.3377207533091,-97.7020019,"'7522 N Interstate 35', 'Bldg C', 'Austin, TX 78752'",78752,1,0,0,-2.437121798160253,-0.6353965116418673
Pxz_Si1XOtBQWw5LTIGJtQ,Michi Ramen,False,3.5,1276,Ramen,"['6519 N Lamar Blvd', 'Austin, TX 78752']","{'latitude': 30.33331, 'longitude': -97.72131}","['pickup', 'delivery']",$$,Asian,30.33331,-97.72131,"'6519 N Lamar Blvd', 'Austin, TX 78752'",78752,1,1,0,-1.3268774234428045,1.4196448483612971
PrWSjn4a8o4dHoqKs53GBA,Bird Bird Biscuit,False,4.5,1269,Breakfast & Brunch,"['2701 Manor Rd', 'Austin, TX 78722']","{'latitude': 30.284804, 'longitude': -97.713964}","['pickup', 'delivery']",$$,American,30.284804,-97.713964,"'2701 Manor Rd', 'Austin, TX 78722'",78722,1,1,0,0.8936113259920925,1.4081366167452793
PpgP0TEv8gvJ3NUCrFyM3A,Tso Chinese Takeout & Delivery,False,4.5,466,Food Delivery Services,"['3909 N Interstate 35', 'Ste E-5', 'Austin, TX 78722']","{'latitude': 30.295684806273545, 'longitude': -97.717269}",['delivery'],$$,food delivery services/groceries/venues/cafeterias,30.295684806273545,-97.717269,"'3909 N Interstate 35', 'Ste E-5', 'Austin, TX 78722'",78722,1,0,0,0.8936113259920925,0.08797804707924659
PhSdU1yYD3CcIy8DtPNxfw,Vinaigrette,False,4.0,429,Salad,"['2201 College Ave', 'Austin, TX 78704']","{'latitude': 30.2415789297179, 'longitude': -97.7519873902202}",['delivery'],$$,American,30.2415789297179,-97.7519873902202,"'2201 College Ave', 'Austin, TX 78704'",78704,1,0,0,-0.216633048725356,0.027148822823152924
PYH2RJzpOnwvqY1IYsIu8A,Arepas Grill,False,4.5,16,Venezuelan,"['7545 N Lamar Blvd', 'Austin, TX 78752']","{'latitude': 30.343872230732, 'longitude': -97.714923620224}",['delivery'],$$,Mexican/South American,30.343872230732,-97.714923620224,"'7545 N Lamar Blvd', 'Austin, TX 78752'",78752,1,0,0,0.8936113259920925,-0.6518368425218926
PXDwg6vXCzmpqnht6qmAnw,North Italia,False,4.0,600,Italian,"['500 W 2nd St', 'Ste 120', 'Austin, TX 78701']","{'latitude': 30.26579507333844, 'longitude': -97.748924}",['delivery'],$$,Pizza/European,30.26579507333844,-97.748924,"'500 W 2nd St', 'Ste 120', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,0.30827848087158577
PSxq-MFibXPMZlTUWDAviA,The Well,False,4.5,190,Juice Bars & Smoothies,"['440 2nd St', 'Austin, TX 78701']","{'latitude': 30.26563, 'longitude': -97.74833}","['delivery', 'pickup']",$$,Cafes/Juice bars/Desserts,30.26563,-97.74833,"'440 2nd St', 'Austin, TX 78701'",78701,1,1,0,0.8936113259920925,-0.36577508520945207
PL80RWPFTJpoOOdJ-LLawA,III Forks,False,4.0,561,Steakhouses,"['111 Lavaca St', 'Austin, TX 78701']","{'latitude': 30.26435, 'longitude': -97.74676}","['delivery', 'pickup']",$,American,30.26435,-97.74676,"'111 Lavaca St', 'Austin, TX 78701'",78701,1,1,0,-0.216633048725356,0.24416119043948706
PDtcdi8HiGU_E0EtrrlXeg,Seareinas,False,3.5,60,Sushi Bars,"['6607 N Interstate Hwy 35', 'Austin, TX 78752']","{'latitude': 30.32777, 'longitude': -97.70421}",['delivery'],$,Asian,30.32777,-97.70421,"'6607 N Interstate Hwy 35', 'Austin, TX 78752'",78752,1,0,0,-1.3268774234428045,-0.5794993866497812
P5nJYSMnGj1tczv_PkNhyw,5280 Burger and Taphouse,False,4.5,116,Burgers,"['7034 Wood Hollow Dr', 'Austin, TX 78731']","{'latitude': 30.35249740399845, 'longitude': -97.75417056640786}","['delivery', 'pickup']",$$,American,30.35249740399845,-97.75417056640786,"'7034 Wood Hollow Dr', 'Austin, TX 78731'",78731,1,1,0,0.8936113259920925,-0.4874335337216394
P45NurIP2ekDgQDBIyP9IQ,Sawyer & Co,False,4.0,806,Cajun/Creole,"['4827 E Cesar Chavez St', 'Austin, TX 78702']","{'latitude': 30.2513332366943, 'longitude': -97.7017822265625}","['delivery', 'pickup']",$$,American,30.2513332366943,-97.7017822265625,"'4827 E Cesar Chavez St', 'Austin, TX 78702'",78702,1,1,0,-0.216633048725356,0.6469492970001073
P2fi7qugfLPOFSxscpaAxg,Anthem,False,4.5,499,American (Traditional),"['91 Rainey St', 'Ste 120', 'Austin, TX 78701']","{'latitude': 30.260499502500732, 'longitude': -97.7379465429382}","['pickup', 'delivery']",$$,American,30.260499502500732,-97.7379465429382,"'91 Rainey St', 'Ste 120', 'Austin, TX 78701'",78701,1,1,0,0.8936113259920925,0.14223113898333012
Owb8sgMqMrNEJnGb24xZmQ,The Kebab Shop,False,4.0,89,Middle Eastern,"['1011 East 5th St', 'Ste 160', 'Austin, TX 78792']","{'latitude': 30.2637645, 'longitude': -97.73218426775765}",['delivery'],$$,Middle-eastern/Indian/African,30.2637645,-97.73218426775765,"'1011 East 5th St', 'Ste 160', 'Austin, TX 78792'",78792,1,0,0,-0.216633048725356,-0.5318224270977078
Ovir9G_KtMdk0mzCvtdpdQ,Pinch,False,4.0,31,Food Trucks,"['2100 University Ave', 'Austin, TX 78705']","{'latitude': 30.2834995, 'longitude': -97.7398858}",['delivery'],$$,Food Trucks/Food Stands,30.2834995,-97.7398858,"'2100 University Ave', 'Austin, TX 78705'",78705,1,0,0,-0.216633048725356,-0.6271763462018546
OpRCsjfrBtJ5CWXjVfZWhg,La Mancha,False,3.5,407,Tex-Mex,"['2203 Hancock Dr', 'Austin, TX 78756']","{'latitude': 30.3224182128906, 'longitude': -97.7408905029297}","['pickup', 'delivery']",$$,Mexican/South American,30.3224182128906,-97.7408905029297,"'2203 Hancock Dr', 'Austin, TX 78756'",78756,1,1,0,-1.3268774234428045,-0.009019905112902767
OorxaXtp3JtnkyBQ27TXjg,Pastelaria São Paulo,False,5.0,46,Food Trucks,"['2512 Rio Grande St', 'Austin, TX 78705']","{'latitude': 30.2905467, 'longitude': -97.7446487}","['delivery', 'pickup']",$$,Food Trucks/Food Stands,30.2905467,-97.7446487,"'2512 Rio Grande St', 'Austin, TX 78705'",78705,1,1,0,2.003855700709541,-0.6025158498818166
Oj0dSJ9oL1jqf6Ud6cOYkA,Roaring Fork,False,4.0,1294,American (New),"['10850 Stonelake Blvd', 'Austin, TX 78759']","{'latitude': 30.40064, 'longitude': -97.73747}","['delivery', 'pickup']",$$$,American,30.40064,-97.73747,"'10850 Stonelake Blvd', 'Austin, TX 78759'",78759,1,1,0,-0.216633048725356,1.4492374439453426
OgDG6jzE3qDWD_unqdc3mQ,Cheba Hut Toasted Subs,False,4.5,57,Sandwiches,"['3016 Guadalupe St', 'Austin, TX 78705']","{'latitude': 30.29785705, 'longitude': -97.74152609}",['delivery'],$,American,30.29785705,-97.74152609,"'3016 Guadalupe St', 'Austin, TX 78705'",78705,1,0,0,0.8936113259920925,-0.5844314859137888
OgCjYq4NTPQ1k0OK081Mug,Galaxy Cafe,False,4.0,149,American (Traditional),"['8127 Mesa Dr', 'Ste A100', 'Austin, TX 78759']","{'latitude': 30.37318, 'longitude': -97.75572}","['pickup', 'delivery']",$$,American,30.37318,-97.75572,"'8127 Mesa Dr', 'Ste A100', 'Austin, TX 78759'",78759,1,1,0,-0.216633048725356,-0.4331804418175559
OfxpMdxXa1R451Zo6efvwQ,Raising Cane's Chicken Fingers,False,3.5,203,Fast Food,"['415 W Martin Luther King Jr Blvd', 'Austin, TX 78701']","{'latitude': 30.281567941107287, 'longitude': -97.74250852884524}",['delivery'],$$,American,30.281567941107287,-97.74250852884524,"'415 W Martin Luther King Jr Blvd', 'Austin, TX 78701'",78701,1,0,0,-1.3268774234428045,-0.34440265506541917
OfgCuP2QN165d-EsrCCIYg,Arpeggio Grill,False,4.0,843,Pizza,"['6619 Airport Blvd', 'Austin, TX 78752']","{'latitude': 30.3309659, 'longitude': -97.7155318}","['delivery', 'pickup']",$,Pizza/European,30.3309659,-97.7155318,"'6619 Airport Blvd', 'Austin, TX 78752'",78752,1,1,0,-0.216633048725356,0.7077785212562009
OdsJHnau47hVuDx-7ySKeg,China Family Restaurant at Highland,False,4.0,310,Szechuan,"['6801 Airport Blvd', 'Austin, TX 78752']","{'latitude': 30.33406, 'longitude': -97.71649}","['pickup', 'delivery']",$$,Asian,30.33406,-97.71649,"'6801 Airport Blvd', 'Austin, TX 78752'",78752,1,1,0,-0.216633048725356,-0.16849111464914832
ORmSIRaLAErfRrgW4CNg6g,Cantina 512,False,3.5,42,Tex-Mex,"['70 Rainey St', 'Austin, TX 78701']","{'latitude': 30.25839, 'longitude': -97.73904}",[],$,Mexican/South American,30.25839,-97.73904,"'70 Rainey St', 'Austin, TX 78701'",78701,0,0,0,-1.3268774234428045,-0.6090919822338268
OHf3Kue07i_nR7oKQRWocw,Red River Cafe,False,3.5,183,Breakfast & Brunch,"['2912 Medical Arts St', 'Austin, TX 78705']","{'latitude': 30.2897, 'longitude': -97.72846}","['pickup', 'delivery']",$$,American,30.2897,-97.72846,"'2912 Medical Arts St', 'Austin, TX 78705'",78705,1,1,0,-1.3268774234428045,-0.3772833168254698
OGM-brmcgPlj6yQsaCwvvQ,Knotty Deck & Bar,False,4.0,117,Bars,"['9721 Arboretum Blvd', 'Renaissance Austin Hotel', 'Austin, TX 78759']","{'latitude': 30.3916541687047, 'longitude': -97.7499180085005}",['delivery'],$$,Bars/Pubs,30.3916541687047,-97.7499180085005,"'9721 Arboretum Blvd', 'Renaissance Austin Hotel', 'Austin, TX 78759'",78759,1,0,0,-0.216633048725356,-0.48578950063363685
ODKhTnArDrUsuqIlKNd2_g,Bikkle Jamaican Restaurant,False,4.5,114,Caribbean,"['3023 Guadalupe St', 'Austin, TX 78705']","{'latitude': 30.297043, 'longitude': -97.741433}",['delivery'],$$$,Mexican/South American,30.297043,-97.741433,"'3023 Guadalupe St', 'Austin, TX 78705'",78705,1,0,0,0.8936113259920925,-0.49072159989764447
OD2IZRD5qopWWHHR-blN8Q,Ramen Tatsu-Ya,False,4.0,2809,Ramen,"['8557 Research Blvd', 'Ste 126', 'Austin, TX 78758']","{'latitude': 30.361239468932, 'longitude': -97.715247647945}",['delivery'],$$,Asian,30.361239468932,-97.715247647945,"'8557 Research Blvd', 'Ste 126', 'Austin, TX 78758'",78758,1,0,0,-0.216633048725356,3.9399475722691775
O9kPl8Rd3SY3rjq4znpvKA,Nightcap,False,4.0,297,Cocktail Bars,"['1401 W 6th St', 'Austin, TX 78703']","{'latitude': 30.27371, 'longitude': -97.76045}",['delivery'],$$$,Bars/Pubs,30.27371,-97.76045,"'1401 W 6th St', 'Austin, TX 78703'",78703,1,0,0,-0.216633048725356,-0.1898635447931812
O31SAvOOjle_RLvRpHDdmg,Vince Young Steakhouse,False,4.0,634,Steakhouses,"['301 San Jacinto Blvd', 'Austin, TX 78701']","{'latitude': 30.26485, 'longitude': -97.74115}",['delivery'],$$,American,30.26485,-97.74115,"'301 San Jacinto Blvd', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,0.36417560586367187
