id,name,is closed,rating,review count,categories,address,coordinates,transaction types,price level,Categories_merged,Latitude,Longitude,Address_mod,Zipcode,Delivery,Pickup,Reservation,Rating_stndized,Review count_stndized
mQ--5JoQtMEcVwuRa3txMA,Street,False,4.0,114,Sushi Bars,"['3407 Greystone Dr', 'Austin, TX 78731']","{'latitude': 30.356587091597774, 'longitude': -97.7475086}",['pickup'],$$,Asian,30.356587091597774,-97.7475086,"'3407 Greystone Dr', 'Austin, TX 78731'",78731,0,1,0,-0.216633048725356,-0.49072159989764447
mId-HN-F1HO2OEAxdrrg1A,Santa Rita Tex-Mex Cantina,False,3.0,329,Tex-Mex,"['1206 W 38th St', 'Austin, TX 78705']","{'latitude': 30.306804, 'longitude': -97.744306}","['delivery', 'pickup']",$,Mexican/South American,30.306804,-97.744306,"'1206 W 38th St', 'Austin, TX 78705'",78705,1,1,0,-2.437121798160253,-0.13725448597710022
mHHPfCZGRp4BQe_QvVno7g,Juliet Italian Kitchen,False,4.0,782,Italian,"['1500 Barton Springs Rd', 'Austin, TX 78704']","{'latitude': 30.261645819614227, 'longitude': -97.76005464342613}",['delivery'],$$,Pizza/European,30.261645819614227,-97.76005464342613,"'1500 Barton Springs Rd', 'Austin, TX 78704'",78704,1,0,0,-0.216633048725356,0.6074925028880465
mDhPwgvxpI_Ny-NIn4M76A,Provision Dining House,False,4.0,95,American (New),"['4600 W Guadalupe St', 'Ste B5', 'Austin, TX 78751']","{'latitude': 30.3147648, 'longitude': -97.73264358071579}",['delivery'],$$,American,30.3147648,-97.73264358071579,"'4600 W Guadalupe St', 'Ste B5', 'Austin, TX 78751'",78751,1,0,0,-0.216633048725356,-0.5219582285696925
mBkiUg_f-hywXVrH9DrSnQ,Little Wu,False,3.5,34,Dim Sum,"['111 Congress Ave', 'Austin, TX 78701']","{'latitude': 30.26374, 'longitude': -97.74365}",['delivery'],$,Asian,30.26374,-97.74365,"'111 Congress Ave', 'Austin, TX 78701'",78701,1,0,0,-1.3268774234428045,-0.622244246937847
lnxDPi7QcCqp733mTOJcZA,Bufalina Due,False,4.0,188,Pizza,"['6555 Burnet Rd', 'Austin, TX 78757']","{'latitude': 30.3413560722054, 'longitude': -97.7385051851856}","['pickup', 'delivery']",$$,Pizza/European,30.3413560722054,-97.7385051851856,"'6555 Burnet Rd', 'Austin, TX 78757'",78757,1,1,0,-0.216633048725356,-0.36906315138545714
lkAE1w_IGWy8szpUtKXSdA,Chef Hong,False,4.5,93,Chinese,"['907 W 24th St', 'Austin, TX 78705']","{'latitude': 30.288191459479236, 'longitude': -97.74720852513123}",['delivery'],$$$,Asian,30.288191459479236,-97.74720852513123,"'907 W 24th St', 'Austin, TX 78705'",78705,1,0,0,0.8936113259920925,-0.5252462947456976
la7Zg-LRYE9TPb791akEOg,Happy Chicks,False,4.0,87,Chicken Shop,"['6425 Burnet Rd', 'Austin, TX 78757']","{'latitude': 30.339962, 'longitude': -97.738658}","['pickup', 'delivery']",$$,food delivery services/groceries/venues/cafeterias,30.339962,-97.738658,"'6425 Burnet Rd', 'Austin, TX 78757'",78757,1,1,0,-0.216633048725356,-0.5351104932737129
lMKRC1DD8ULTnlCQuWzC5w,Westlake Wine Bar,False,4.0,27,Wine Bars,"['3801 N Capital Of Texas Hwy', 'Ste A-180', 'Austin, TX 78746']","{'latitude': 30.33540382066696, 'longitude': -97.8054206310092}",[],$,Bars/Pubs,30.33540382066696,-97.8054206310092,"'3801 N Capital Of Texas Hwy', 'Ste A-180', 'Austin, TX 78746'",78746,0,0,0,-0.216633048725356,-0.6337524785538647
lJKM3V65LfbsmVvMp1JEaw,Poke-Poke,False,4.0,421,Hawaiian,"['3100 S Congress Ave', 'Ste A', 'Austin, TX 78704']","{'latitude': 30.231691140461763, 'longitude': -97.7593386665399}",['delivery'],$,American,30.231691140461763,-97.7593386665399,"'3100 S Congress Ave', 'Ste A', 'Austin, TX 78704'",78704,1,0,0,-0.216633048725356,0.013996558119132673
lE-i5bENiefhidIZYP--qw,Pool Burger,False,3.5,151,Tiki Bars,"['2315 Lake Austin Blvd', 'Austin, TX 78703']","{'latitude': 30.2778, 'longitude': -97.7725899}",['delivery'],$$,American,30.2778,-97.7725899,"'2315 Lake Austin Blvd', 'Austin, TX 78703'",78703,1,0,0,-1.3268774234428045,-0.4298923756415508
l6mnLr-O8qYx7A9zxPEvTw,Sixth and Waller,False,4.0,77,American (New),"['1108 East Sixth St', 'Austin, TX 78702']","{'latitude': 30.26472, 'longitude': -97.73071}",['delivery'],$$$,American,30.26472,-97.73071,"'1108 East Sixth St', 'Austin, TX 78702'",78702,1,0,0,-0.216633048725356,-0.5515508241537381
kvZp1t3Dauqzp5SJ-pKe1g,Shanghai Restaurant,False,3.5,604,Dim Sum,"['6718 Middle Fiskville Rd', 'Austin, TX 78752']","{'latitude': 30.3294153, 'longitude': -97.7066257}","['delivery', 'pickup']",$$,Asian,30.3294153,-97.7066257,"'6718 Middle Fiskville Rd', 'Austin, TX 78752'",78752,1,1,0,-1.3268774234428045,0.3148546132235959
ksC_3DK_OMUuxduB7c10Gw,Simons Burger,False,4.5,39,Burgers,"['4507 E Martin Luther King Jr Blvd', 'Bldg 2', 'Austin, TX 78721']","{'latitude': 30.28503, 'longitude': -97.68353}","['pickup', 'delivery']",$$,American,30.28503,-97.68353,"'4507 E Martin Luther King Jr Blvd', 'Bldg 2', 'Austin, TX 78721'",78721,1,1,0,0.8936113259920925,-0.6140240814978343
kqeblz37dvpiwy7-l9VfXA,Ceviche7,False,5.0,314,Peruvian,"['502 W 30th St', 'Austin, TX 78705']","{'latitude': 30.29634, 'longitude': -97.74139}",['delivery'],$$,Mexican/South American,30.29634,-97.74139,"'502 W 30th St', 'Austin, TX 78705'",78705,1,0,0,2.003855700709541,-0.1619149822971382
kpsH-uAoKvYO8PDn1I7xGA,Revelry on the Boulevard,False,4.5,209,American (New),"['6215 North Lamar Blvd', 'Austin, TX 78752']","{'latitude': 30.33072, 'longitude': -97.723}","['delivery', 'pickup']",$$,American,30.33072,-97.723,"'6215 North Lamar Blvd', 'Austin, TX 78752'",78752,1,1,0,0.8936113259920925,-0.334538456537404
knOY5Nt5GlmIxAadPlirvQ,ñoños tacos,False,4.5,180,Mexican,"['102 W Powell Ln', 'Austin, TX 78753']","{'latitude': 30.3480349675096, 'longitude': -97.7032811567187}","['pickup', 'delivery']",$$,Mexican/South American,30.3480349675096,-97.7032811567187,"'102 W Powell Ln', 'Austin, TX 78753'",78753,1,1,0,0.8936113259920925,-0.3822154160894774
kUsfTyAa2qfR1QslL4ypZA,Kalimotxo,False,4.0,82,Basque,"['607 W 3rd St', 'Ste 105', 'Austin, TX 78701']","{'latitude': 30.2667775234651, 'longitude': -97.7493870826956}",['delivery'],$$$,Pizza/European,30.2667775234651,-97.7493870826956,"'607 W 3rd St', 'Ste 105', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,-0.5433306587137254
kS9kFxQ41e45z7O3kXKRhA,Rice Ball,False,4.0,93,Japanese,"['6929 Airport Blvd', 'Austin, TX 78752']","{'latitude': 30.33651817, 'longitude': -97.71670233}","['pickup', 'delivery']",$$,Asian,30.33651817,-97.71670233,"'6929 Airport Blvd', 'Austin, TX 78752'",78752,1,1,0,-0.216633048725356,-0.5252462947456976
kLGmsn9MLVXntgC06VQE-A,Manna Korean Restaurant,False,3.5,246,Korean,"['6808 N Lamar Blvd', 'Austin, TX 78752']","{'latitude': 30.336338, 'longitude': -97.720968}",['delivery'],$$,Asian,30.336338,-97.720968,"'6808 N Lamar Blvd', 'Austin, TX 78752'",78752,1,0,0,-1.3268774234428045,-0.27370923228131033
kCdONcIH6Fz5Gz3TmBWdTw,Garrison,False,4.5,227,American (New),"['101 Red River St', 'Austin, TX 78701']","{'latitude': 30.262063, 'longitude': -97.738145}",['delivery'],$$,American,30.262063,-97.738145,"'101 Red River St', 'Austin, TX 78701'",78701,1,0,0,0.8936113259920925,-0.3049458609533584
k8KHoiDklnXDtXvLyxbd-w,The Original Black’s Barbecue,False,4.0,813,Barbeque,"['3110 Guadalupe St', 'Austin, TX 78705']","{'latitude': 30.298492113663, 'longitude': -97.7412682360079}","['delivery', 'pickup']",$$,American,30.298492113663,-97.7412682360079,"'3110 Guadalupe St', 'Austin, TX 78705'",78705,1,1,0,-0.216633048725356,0.6584575286161249
jtQTuB0MrXcRmfcpSMOGbw,Metcalf Barbecue ,False,4.0,13,Barbeque,"['1621 W 5th St', 'Mean Eyed Cat', 'Austin, TX 78703']","{'latitude': 30.27452, 'longitude': -97.76496}",['delivery'],$,American,30.27452,-97.76496,"'1621 W 5th St', 'Mean Eyed Cat', 'Austin, TX 78703'",78703,1,0,0,-0.216633048725356,-0.6567689417859002
jsXdprjBuHwuBrpURK8FXQ,Good Things,False,4.0,25,Cafes,"['101 Red River St', 'Fairmont Austin', 'Austin, TX 78701']","{'latitude': 30.2621638117921, 'longitude': -97.738241404295}",['delivery'],$$,Cafes/Juice bars/Desserts,30.2621638117921,-97.738241404295,"'101 Red River St', 'Fairmont Austin', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,-0.6370405447298697
jmmzYxurOoA_K_RtanzQow,Paperboy,False,4.5,776,Coffee & Tea,"['1203 E 11th St', 'Austin, TX 78702']","{'latitude': 30.2684012, 'longitude': -97.72755585318461}",['delivery'],$$,Cafes/Juice bars/Desserts,30.2684012,-97.72755585318461,"'1203 E 11th St', 'Austin, TX 78702'",78702,1,0,0,0.8936113259920925,0.5976283043600313
jefgDin_KoHy_JZLvQG0bA,Oz. Tap House,False,4.0,211,Beer Gardens,"['10601 Ranch Rd 2222', 'Ste H', 'Austin, TX 78730']","{'latitude': 30.3934104095952, 'longitude': -97.8453440455078}","['pickup', 'delivery']",$$,Bars/Pubs,30.3934104095952,-97.8453440455078,"'10601 Ranch Rd 2222', 'Ste H', 'Austin, TX 78730'",78730,1,1,0,-0.216633048725356,-0.3312503903613989
jUiS3w1HX6qhEzNduA3oVw,Tyson's Tacos,False,4.0,960,Mexican,"['4905 Airport Blvd', 'Austin, TX 78751']","{'latitude': 30.3096229820831, 'longitude': -97.7153485985112}","['pickup', 'delivery']",$,Mexican/South American,30.3096229820831,-97.7153485985112,"'4905 Airport Blvd', 'Austin, TX 78751'",78751,1,1,0,-0.216633048725356,0.9001303925524972
j5atP7hiE7sotoAxbNTOSQ,Stars Cafe,False,3.0,401,Diners,"['3101 North Interstate 35 Frontage Rd', 'Austin, TX 78722']","{'latitude': 30.288867, 'longitude': -97.723088}","['delivery', 'pickup']",$$,American,30.288867,-97.723088,"'3101 North Interstate 35 Frontage Rd', 'Austin, TX 78722'",78722,1,1,0,-2.437121798160253,-0.018884103640917953
j4b0x8kxFAM8yjllwsCa5g,The Headliners Club,False,4.5,14,American (Traditional),"['221 W 6th St', 'Austin, TX 78701']","{'latitude': 30.26832, 'longitude': -97.74476}",[],$$,American,30.26832,-97.74476,"'221 W 6th St', 'Austin, TX 78701'",78701,0,0,0,0.8936113259920925,-0.6551249086978976
j3CWjH0XtesbbDZFVq3c7Q,Pinthouse Pizza,False,4.0,1170,Pizza,"['4729 Burnet Rd', 'Austin, TX 78756']","{'latitude': 30.3187905381179, 'longitude': -97.7391115483136}",['delivery'],$,Pizza/European,30.3187905381179,-97.7391115483136,"'4729 Burnet Rd', 'Austin, TX 78756'",78756,1,0,0,-0.216633048725356,1.2453773410330289
ixr0JuTH62_NnGymBFowqw,Mum Foods,False,5.0,27,Smokehouse,"['4209 Airport Blvd', 'Austin, TX 78722']","{'latitude': 30.29655, 'longitude': -97.70742}",['delivery'],$$,American,30.29655,-97.70742,"'4209 Airport Blvd', 'Austin, TX 78722'",78722,1,0,0,2.003855700709541,-0.6337524785538647
iuy7Wk41ZlSzk2DhNv0ymQ,TenTen,False,4.5,309,Japanese,"['501 W 6th St', 'Austin, TX 78701']","{'latitude': 30.26916, 'longitude': -97.74771}",['delivery'],$$,Asian,30.26916,-97.74771,"'501 W 6th St', 'Austin, TX 78701'",78701,1,0,0,0.8936113259920925,-0.17013514773715085
irXjl1l2cMSI6k027jUpjg,Torchy's Tacos,False,4.0,314,Tacos,"['110 San Antonio St', 'Austin, TX 78701']","{'latitude': 30.265713, 'longitude': -97.749633}",['delivery'],$$,Mexican/South American,30.265713,-97.749633,"'110 San Antonio St', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,-0.1619149822971382
in3x8vcEbyuzumx4AvDZqQ,bb.q Chicken - Austin,False,4.0,159,Chicken Wings,"['6929 Airport Blvd', 'Ste 158', 'Austin, TX 78752']","{'latitude': 30.3369134626735, 'longitude': -97.7166590660797}",['delivery'],$$,American,30.3369134626735,-97.7166590660797,"'6929 Airport Blvd', 'Ste 158', 'Austin, TX 78752'",78752,1,0,0,-0.216633048725356,-0.41674011093753055
iiHcYdhd1CeDJjFZVCtKgg,Buddy's Burger,False,4.0,354,Burgers,"['9001 Cameron Rd', 'Ste 101', 'Austin, TX 78754']","{'latitude': 30.346040782344634, 'longitude': -97.67666463864832}",['delivery'],$$,American,30.346040782344634,-97.67666463864832,"'9001 Cameron Rd', 'Ste 101', 'Austin, TX 78754'",78754,1,0,0,-0.216633048725356,-0.09615365877703692
iURC7TkQa28rW1r9H-tT0Q,DittyDog,False,5.0,52,Hot Dogs,"['690 Red River St', 'Austin, TX 78701']","{'latitude': 30.267395940390514, 'longitude': -97.73691169917582}",[],$$,American,30.267395940390514,-97.73691169917582,"'690 Red River St', 'Austin, TX 78701'",78701,0,0,0,2.003855700709541,-0.5926516513538014
i61ob7-OiiynnH2dsrpN1Q,Din Ho Chinese BBQ,False,4.0,915,Barbeque,"['8557 Research Blvd', 'Ste 116', 'Austin, TX 78758']","{'latitude': 30.361341, 'longitude': -97.715612}",['delivery'],$$,American,30.361341,-97.715612,"'8557 Research Blvd', 'Ste 116', 'Austin, TX 78758'",78758,1,0,0,-0.216633048725356,0.8261489035923831
i1GWpxJ1Phm2awhVaTkouA,Juniper,False,4.0,597,Italian,"['2400 E Cesar Chavez', 'Ste 304', 'Austin, TX 78702']","{'latitude': 30.254867, 'longitude': -97.717182}",['delivery'],$$$,Pizza/European,30.254867,-97.717182,"'2400 E Cesar Chavez', 'Ste 304', 'Austin, TX 78702'",78702,1,0,0,-0.216633048725356,0.3033463816075782
hveKjJmiPTcUS4sKuvZBYg,Jeffrey's,False,4.0,437,American (Traditional),"['1204 W Lynn St', 'Austin, TX 78703']","{'latitude': 30.28047, 'longitude': -97.75919}",['delivery'],$,American,30.28047,-97.75919,"'1204 W Lynn St', 'Austin, TX 78703'",78703,1,0,0,-0.216633048725356,0.04030108752717317
hpttZ0nryCCmV1hxwN3ZGg,ATX Cocina,False,4.0,555,Mexican,"['110 San Antonio St', 'Ste 170', 'Austin, TX 78701']","{'latitude': 30.2649458683025, 'longitude': -97.7492585281865}",['delivery'],$$,Mexican/South American,30.2649458683025,-97.7492585281865,"'110 San Antonio St', 'Ste 170', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,0.23429699191147188
hpAOH8cmY5WHjnl8jGQ1dA,1886 Cafe & Bakery,False,4.0,611,American (Traditional),"['604 Brazos St', 'Austin, TX 78701']","{'latitude': 30.268032, 'longitude': -97.74195}",[],$$$,American,30.268032,-97.74195,"'604 Brazos St', 'Austin, TX 78701'",78701,0,0,0,-0.216633048725356,0.32636284483961364
hamyC5gQIDwxealyzOqq7Q,The Limestone Kitchen Restaurant & Lounge,False,3.5,54,American (New),"['4415 S IH-35', 'Austin, TX 78744']","{'latitude': 30.210869, 'longitude': -97.753349}",['delivery'],$$,American,30.210869,-97.753349,"'4415 S IH-35', 'Austin, TX 78744'",78744,1,0,0,-1.3268774234428045,-0.5893635851777963
h_It_i-0ZyMy8UoNXV8Q7w,REVUE,False,4.0,124,Italian,"['101 Red River St', 'Austin, TX 78701']","{'latitude': 30.26198, 'longitude': -97.73862}",[],$,Pizza/European,30.26198,-97.73862,"'101 Red River St', 'Austin, TX 78701'",78701,0,0,0,-0.216633048725356,-0.47428126901761913
hYDAmF6f-8qfNuDJmZAoKg,Daygo's San Diego Taco Shop,False,4.5,16,Tacos,"['2701 E Martin Luther King Blvd', 'Austin, TX 78702']","{'latitude': 30.153395, 'longitude': -97.768397}",[],$,Mexican/South American,30.153395,-97.768397,"'2701 E Martin Luther King Blvd', 'Austin, TX 78702'",78702,0,0,0,0.8936113259920925,-0.6518368425218926
hTp23z3Q5PCvuGvKTIQtXw,Madam Mam's - UT West Campus,False,3.0,594,Thai,"['510 W 26th St', 'Austin, TX 78705']","{'latitude': 30.290923, 'longitude': -97.742225}",['delivery'],$$,Asian,30.290923,-97.742225,"'510 W 26th St', 'Austin, TX 78705'",78705,1,0,0,-2.437121798160253,0.2984142823435706
hKHtua-rA2i4PnDqClMhQw,Vivo Austin,False,4.0,349,Tex-Mex,"['6406 N I 35', 'Ste 2343', 'Austin, TX 78752']","{'latitude': 30.3254085112821, 'longitude': -97.7085228255478}","['delivery', 'pickup']",$$$,Mexican/South American,30.3254085112821,-97.7085228255478,"'6406 N I 35', 'Ste 2343', 'Austin, TX 78752'",78752,1,1,0,-0.216633048725356,-0.10437382421704959
hI9SS8or178ESYI3g8o4cA,Chicken Bowl,False,4.0,48,Mexican,"['1610 Lavaca St', 'Austin, TX 78701']","{'latitude': 30.278966, 'longitude': -97.741752}",['delivery'],$$,Mexican/South American,30.278966,-97.741752,"'1610 Lavaca St', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,-0.5992277837058115
hGNI2d-tCmVwUWKztDDl2w,Pluckers Wing Bar - Rio Grande,False,3.5,474,American (Traditional),"['2222 Rio Grande St', 'Ste D116', 'Austin, TX 78705']","{'latitude': 30.2862846755023, 'longitude': -97.7449311760574}",['delivery'],$,American,30.2862846755023,-97.7449311760574,"'2222 Rio Grande St', 'Ste D116', 'Austin, TX 78705'",78705,1,0,0,-1.3268774234428045,0.10113031178326684
hBXgiEy2MbV7pL2jCnrB1w,Geraldine's,False,3.5,494,American (New),"['605 Davis St', 'Austin, TX 78701']","{'latitude': 30.26029, 'longitude': -97.73927}",['delivery'],$,American,30.26029,-97.73927,"'605 Davis St', 'Austin, TX 78701'",78701,1,0,0,-1.3268774234428045,0.13401097354331745
h9JTj7NrcdJLC_pYqxruqQ,Citizen Eatery,False,4.0,631,Breakfast & Brunch,"['5011 Burnet Rd', 'Austin, TX 78756']","{'latitude': 30.32138, 'longitude': -97.738647}","['delivery', 'pickup']",$$$,American,30.32138,-97.738647,"'5011 Burnet Rd', 'Austin, TX 78756'",78756,1,1,0,-0.216633048725356,0.35924350659966425
goEFwDjDqc--nUlB5_ZDfA,Shirley’s Trini Cuisine,False,4.5,26,Trinidadian,"['1606 E 6th St', 'Austin, TX 78702']","{'latitude': 30.2631084, 'longitude': -97.7260866}","['delivery', 'pickup']",$$,Mexican/South American,30.2631084,-97.7260866,"'1606 E 6th St', 'Austin, TX 78702'",78702,1,1,0,0.8936113259920925,-0.6353965116418673
gghrK_T4ulGBgJPtn2cbiA,The Carillon,False,4.5,300,American (New),"['1900 University Ave', 'Austin, TX 78705']","{'latitude': 30.2818694031, 'longitude': -97.7400357374344}",['delivery'],$$$,American,30.2818694031,-97.7400357374344,"'1900 University Ave', 'Austin, TX 78705'",78705,1,0,0,0.8936113259920925,-0.18493144552917362
gZFDH2MMBKEG7RVXDMeRRA,Cousins Maine Lobster - Austin,False,4.0,16,Seafood,"['Austin, TX 78758']","{'latitude': 30.38799592816288, 'longitude': -97.70682353872006}",[],$$,American,30.38799592816288,-97.70682353872006,"'Austin, TX 78758'",78758,0,0,0,-0.216633048725356,-0.6518368425218926
gYuTx4cB_5UutuWIGusmUQ,Deckhand Oyster Bar - South,False,3.5,591,Seafood,"['4211 S Lamar Blvd', 'Ste C-1', 'Austin, TX 78704']","{'latitude': 30.2350720320656, 'longitude': -97.7933467962823}","['delivery', 'pickup']",$$,American,30.2350720320656,-97.7933467962823,"'4211 S Lamar Blvd', 'Ste C-1', 'Austin, TX 78704'",78704,1,1,0,-1.3268774234428045,0.29348218307956303
gXlrgQkkdCc9iESuRlN_Uw,La Tunita 512,False,5.0,141,Food Trucks,"['2400 Burleson Rd', 'Austin, TX 78741']","{'latitude': 30.2295, 'longitude': -97.735966}",['delivery'],$$,Food Trucks/Food Stands,30.2295,-97.735966,"'2400 Burleson Rd', 'Austin, TX 78741'",78741,1,0,0,2.003855700709541,-0.44633270652157614
gPf1hBlc9TgkYvVtgD9DcQ,Pokeatery,False,4.0,230,Poke,"['1201 Barbara Jordan Blvd', 'Ste 1410', 'Austin, TX 78723']","{'latitude': 30.305550971035235, 'longitude': -97.70808319999762}","['delivery', 'pickup']",$$,American,30.305550971035235,-97.70808319999762,"'1201 Barbara Jordan Blvd', 'Ste 1410', 'Austin, TX 78723'",78723,1,1,0,-0.216633048725356,-0.30001376168935084
gKREdIgb5vB844iOtbzqBA,Pinthouse Pizza,False,4.5,755,Pizza,"['4236 S Lamar Blvd', 'Austin, TX 78704']","{'latitude': 30.2360495666265, 'longitude': -97.7958310016646}",['delivery'],$$,Pizza/European,30.2360495666265,-97.7958310016646,"'4236 S Lamar Blvd', 'Austin, TX 78704'",78704,1,0,0,0.8936113259920925,0.5631036095119781
g6B2TZYS7JKKpNWPwVnwqw,Taco Joint,False,4.5,471,Mexican,"['2807 & 2809 San Jacinto Blvd', 'Austin, TX 78705']","{'latitude': 30.291596, 'longitude': -97.734906}",['delivery'],$$,Mexican/South American,30.291596,-97.734906,"'2807 & 2809 San Jacinto Blvd', 'Austin, TX 78705'",78705,1,0,0,0.8936113259920925,0.09619821251925924
g23A-0NiWi8OkEf6mynjAg,Domo Alley Gato Tatsu-Ya,False,4.0,108,Japanese,"['1606 E 6th St', 'Austin, TX 78702']","{'latitude': 30.2632414384273, 'longitude': -97.7261446495729}",['delivery'],$$,Asian,30.2632414384273,-97.7261446495729,"'1606 E 6th St', 'Austin, TX 78702'",78702,1,0,0,-0.216633048725356,-0.5005857984256596
fszy3S_lTDUt32f9gb2-pg,Carpenters Hall,False,4.0,159,American (New),"['400 Josephine St', 'Austin, TX 78704']","{'latitude': 30.26215, 'longitude': -97.75871}",['delivery'],$,American,30.26215,-97.75871,"'400 Josephine St', 'Austin, TX 78704'",78704,1,0,0,-0.216633048725356,-0.41674011093753055
fsqtrHKBUeucacxeX9FPaA,Kerbey Lane Cafe - University,False,3.5,918,Tex-Mex,"['2606 Guadalupe St', 'Austin, TX 78705']","{'latitude': 30.29122, 'longitude': -97.7415}",['delivery'],$,Mexican/South American,30.29122,-97.7415,"'2606 Guadalupe St', 'Austin, TX 78705'",78705,1,0,0,-1.3268774234428045,0.8310810028563907
ff9xAuZ3-9iljMexfkf3yA,34th Street Cafe,False,3.5,152,American (New),"['1005 W 34th St', 'Austin, TX 78705']","{'latitude': 30.3026485443115, 'longitude': -97.7452239990234}","['delivery', 'pickup']",$$$,American,30.3026485443115,-97.7452239990234,"'1005 W 34th St', 'Austin, TX 78705'",78705,1,1,0,-1.3268774234428045,-0.42824834255354827
feNjLEC9gZ5QdPlQ05SDwQ,Hestia,False,4.5,199,American (New),"['607 West 3rd St', 'Ste 105', 'Austin, TX 78701']","{'latitude': 30.266775, 'longitude': -97.74998}",['delivery'],$$,American,30.266775,-97.74998,"'607 West 3rd St', 'Ste 105', 'Austin, TX 78701'",78701,1,0,0,0.8936113259920925,-0.35097878741742927
fd3yGJTbSviei1TFgHGXUw,Batch - Craft Beer and Kolaches,False,4.5,290,Beer Bar,"['3220 Manor Rd', 'Austin, TX 78723']","{'latitude': 30.28718, 'longitude': -97.70312}",['delivery'],$,Bars/Pubs,30.28718,-97.70312,"'3220 Manor Rd', 'Austin, TX 78723'",78723,1,0,0,0.8936113259920925,-0.20137177640919893
faQvvQgGX4cg5lBexE65sA,Marker 10,False,3.5,94,Lounges,"['208 Barton Springs Rd', 'Austin, TX 78704']","{'latitude': 30.2609943392122, 'longitude': -97.7468085110451}",['delivery'],$$,Bars/Pubs,30.2609943392122,-97.7468085110451,"'208 Barton Springs Rd', 'Austin, TX 78704'",78704,1,0,0,-1.3268774234428045,-0.5236022616576951
fZbTZ8MS-fv-TUDEyfCxeg,Poke-Poke,False,4.5,174,Hawaiian,"['2320 Hancock Dr', 'Austin, TX 78756']","{'latitude': 30.324867, 'longitude': -97.743266}",['delivery'],$,American,30.324867,-97.743266,"'2320 Hancock Dr', 'Austin, TX 78756'",78756,1,0,0,0.8936113259920925,-0.3920796146174926
fWgfmVcdwx_vY4wSphV1Lw,Soto South Lamar,False,4.0,508,Japanese,"['1100 S Lamar Blvd', 'Ste 2115', 'Austin, TX 78704']","{'latitude': 30.255700844821217, 'longitude': -97.76302001574139}",[],$$$,Asian,30.255700844821217,-97.76302001574139,"'1100 S Lamar Blvd', 'Ste 2115', 'Austin, TX 78704'",78704,0,0,0,-0.216633048725356,0.1570274367753529
fTwvEZw8tvF73QxcX-5TdA,Mongers Market + Kitchen,False,4.0,410,Seafood,"['4119 Guadalupe St', 'Austin, TX 78751']","{'latitude': 30.30693, 'longitude': -97.73519}",['delivery'],$$,American,30.30693,-97.73519,"'4119 Guadalupe St', 'Austin, TX 78751'",78751,1,0,0,-0.216633048725356,-0.004087805848895172
fTpp8kuKOITj1KSEz9UG2Q,Qi Austin,False,4.5,391,Dim Sum,"['835 W 6th St', 'Ste 114', 'Austin, TX 78703']","{'latitude': 30.27068524160311, 'longitude': -97.75237547576404}",['delivery'],$$,Asian,30.27068524160311,-97.75237547576404,"'835 W 6th St', 'Ste 114', 'Austin, TX 78703'",78703,1,0,0,0.8936113259920925,-0.03532443452094327
fIkxEAcQoEUrLOh1jOfF7A,The Pho,False,3.5,76,Vietnamese,"['609 Clayton Ln', 'Ste 100', 'Austin, TX 78752']","{'latitude': 30.323830058002965, 'longitude': -97.7139505256388}","['delivery', 'pickup']",$,Asian,30.323830058002965,-97.7139505256388,"'609 Clayton Ln', 'Ste 100', 'Austin, TX 78752'",78752,1,1,0,-1.3268774234428045,-0.5531948572417407
fDKbXHlYKZsI02j6_qBSAA,Austin Rotisserie,False,4.5,139,Comfort Food,"['111 Congress Ave', 'P400', 'Austin, TX 78701']","{'latitude': 30.263536, 'longitude': -97.7435761}",['delivery'],$$,food delivery services/groceries/venues/cafeterias,30.263536,-97.7435761,"'111 Congress Ave', 'P400', 'Austin, TX 78701'",78701,1,0,0,0.8936113259920925,-0.44962077269758116
fAw1VGWzFWGUVQRWWUZLwQ,Licha's Cantina,False,4.0,718,Bars,"['1306 E 6th St', 'Austin, TX 78702']","{'latitude': 30.264108, 'longitude': -97.728966}",['delivery'],$$,Bars/Pubs,30.264108,-97.728966,"'1306 E 6th St', 'Austin, TX 78702'",78702,1,0,0,-0.216633048725356,0.5022743852558845
f6bsxIitCz6o2XgXeyYJLw,Olamaie,False,4.0,502,Southern,"['1610 San Antonio St', 'Austin, TX 78701']","{'latitude': 30.2799, 'longitude': -97.74367}",['delivery'],$$,American,30.2799,-97.74367,"'1610 San Antonio St', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,0.1471632382473377
f3fl1UNbjk7WDM6gIFgVzg,Pueblo Viejo Riverside,False,4.5,67,Mexican,"['2410 E Riverside Dr', 'H-8', 'Austin, TX 78741']","{'latitude': 30.237297, 'longitude': -97.724901}",['delivery'],$$,Mexican/South American,30.237297,-97.724901,"'2410 E Riverside Dr', 'H-8', 'Austin, TX 78741'",78741,1,0,0,0.8936113259920925,-0.5679911550337634
